female,2022-08-30,2,,,,Makoka Rural Health Centre,Ibombo District Office,SINGLE,2.6 kg,PHYSICIAN,MOTHER,2002-08-30,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Lake Gino,Ibombo,Central,2002-08-30,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,North Darien,Ibombo,Central,2002-08-30,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Lake Gino,Ibombo,Central,MOTHER
female,2022-08-24,2,,,,Ntapwila Health Post,Ibombo District Office,SINGLE,3 kg,PHYSICIAN,MOTHER,2002-08-24,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Kuphalfurt,Ibombo,Central,2002-08-24,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Roxannemouth,Ibombo,Central,2002-08-24,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Kuphalfurt,Ibombo,Central,MOTHER
male,2022-08-29,2,,,,Mboshya Rural Health Centre,Ibombo District Office,SINGLE,2.6 kg,PHYSICIAN,MOTHER,2002-08-29,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Hilo,Ibombo,Central,2002-08-29,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Waterloo,Ibombo,Central,2002-08-29,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Hilo,Ibombo,Central,MOTHER
female,2022-09-11,2,,,,Malambanyama Rural Health Centre,Ibombo District Office,SINGLE,2.6 kg,PHYSICIAN,MOTHER,2002-09-11,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Jaunitaberg,Ibombo,Central,2002-09-11,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Spring,Ibombo,Central,2002-09-11,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Jaunitaberg,Ibombo,Central,MOTHER
female,2022-08-22,4,West Elouise,Central,Ibombo,,Ibombo District Office,SINGLE,2 kg,PHYSICIAN,,2002-08-22,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Anchorage,Ibombo,Central,,,,,,,,2002-08-22,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Anchorage,Ibombo,Central,MOTHER
female,2022-08-19,2,,,,Namununga Health Post,Ibombo District Office,SINGLE,3.8 kg,PHYSICIAN,MOTHER,2002-08-19,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Jaskolskiburgh,Ibombo,Central,2002-08-19,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,East Quinnside,Ibombo,Central,2002-08-19,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Jaskolskiburgh,Ibombo,Central,MOTHER
male,2022-09-05,0,,,,Mukashichimbwe Health Post,Ibombo District Office,SINGLE,0.8 kg,PHYSICIAN,,2002-09-05,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Woodland,Ibombo,Central,,,,,,,,2002-09-05,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Woodland,Ibombo,Central,MOTHER
male,2022-06-16,2,,,,Mwachisompola Rural Health Centre,Ibombo District Office,SINGLE,4.5 kg,PHYSICIAN,MOTHER,2002-06-16,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Gudrunmouth,Ibombo,Central,2002-06-16,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Port Cynthia,Ibombo,Central,2002-06-16,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Gudrunmouth,Ibombo,Central,MOTHER
male,2022-08-24,2,,,,Namayani Health Post,Ibombo District Office,SINGLE,3 kg,PHYSICIAN,MOTHER,2002-08-24,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Joannetown,Ibombo,Central,2002-08-24,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Gorczanyville,Ibombo,Central,2002-08-24,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Joannetown,Ibombo,Central,MOTHER
male,2022-08-06,2,,,,Malundu Health Post,Ibombo District Office,SINGLE,4 kg,PHYSICIAN,MOTHER,2002-08-06,MARRIED,Farmer,POST_SECONDARY_ISCED_4,South Albinastad,Ibombo,Central,2002-08-06,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,South Brenda,Ibombo,Central,2002-08-06,MARRIED,Farmer,POST_SECONDARY_ISCED_4,South Albinastad,Ibombo,Central,MOTHER
male,2022-08-22,2,,,,Chipeso Rural Health Centre,Ibombo District Office,SINGLE,3.9 kg,PHYSICIAN,MOTHER,2002-08-22,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Port Joshbury,Ibombo,Central,2002-08-22,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Bayamon,Ibombo,Central,2002-08-22,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Port Joshbury,Ibombo,Central,MOTHER
female,2022-08-16,2,,,,Keembe Rural Health Centre,Ibombo District Office,SINGLE,2.7 kg,PHYSICIAN,MOTHER,2002-08-16,MARRIED,Farmer,POST_SECONDARY_ISCED_4,North Emilianomouth,Ibombo,Central,2002-08-16,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Lake Myrtie,Ibombo,Central,2002-08-16,MARRIED,Farmer,POST_SECONDARY_ISCED_4,North Emilianomouth,Ibombo,Central,MOTHER
female,2022-08-30,2,,,,Mwanjuni Health Post,Ibombo District Office,SINGLE,3.9 kg,PHYSICIAN,MOTHER,2002-08-30,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Schadenport,Ibombo,Central,2002-08-30,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Nitzschemouth,Ibombo,Central,2002-08-30,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Schadenport,Ibombo,Central,MOTHER
male,2022-08-02,2,,,,Mulonda Health Post,Ibombo District Office,SINGLE,2.9 kg,PHYSICIAN,MOTHER,2002-08-02,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Port Rachelleberg,Ibombo,Central,2002-08-02,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,South Garry,Ibombo,Central,2002-08-02,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Port Rachelleberg,Ibombo,Central,MOTHER
male,2021-06-16,1,,,,Kaparu Rural Health Centre,Ibombo District Office,SINGLE,0.6 kg,PHYSICIAN,,2001-06-16,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Santa Clarita,Ibombo,Central,,,,,,,,2001-06-16,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Santa Clarita,Ibombo,Central,MOTHER
female,2022-07-29,1,,,,Chitanda Rural Health Centre,Ibombo District Office,SINGLE,1 kg,PHYSICIAN,,2002-07-29,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Marianneton,Ibombo,Central,,,,,,,,2002-07-29,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Marianneton,Ibombo,Central,MOTHER
male,2022-07-30,4,,,,Muntemba Rural Health Centre,Ibombo District Office,SINGLE,0.9 kg,PHYSICIAN,,2002-07-30,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Cruickshankport,Ibombo,Central,,,,,,,,2002-07-30,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Cruickshankport,Ibombo,Central,MOTHER
female,2019-05-13,2,,,,Chitanda Rural Health Centre,Ibombo District Office,SINGLE,3.1 kg,PHYSICIAN,MOTHER,1999-05-13,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Rancho Cucamonga,Ibombo,Central,1999-05-13,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Jeromeside,Ibombo,Central,1999-05-13,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Rancho Cucamonga,Ibombo,Central,MOTHER
male,2022-08-03,2,,,,Mulonda Health Post,Ibombo District Office,SINGLE,3.6 kg,PHYSICIAN,MOTHER,2002-08-03,MARRIED,Farmer,POST_SECONDARY_ISCED_4,South Rooseveltland,Ibombo,Central,2002-08-03,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Hackettmouth,Ibombo,Central,2002-08-03,MARRIED,Farmer,POST_SECONDARY_ISCED_4,South Rooseveltland,Ibombo,Central,MOTHER
female,2022-08-12,2,,,,Kapopo Health Post,Ibombo District Office,SINGLE,4.4 kg,PHYSICIAN,MOTHER,2002-08-12,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Port Romaineton,Ibombo,Central,2002-08-12,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Harberland,Ibombo,Central,2002-08-12,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Port Romaineton,Ibombo,Central,MOTHER
male,2022-08-08,2,,,,Chikobo Rural Health Centre,Ibombo District Office,SINGLE,2.8 kg,PHYSICIAN,MOTHER,2002-08-08,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Lake Jimmie,Ibombo,Central,2002-08-08,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Jovanitown,Ibombo,Central,2002-08-08,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Lake Jimmie,Ibombo,Central,MOTHER
male,2022-07-24,2,,,,Chipeso Rural Health Centre,Ibombo District Office,SINGLE,4.5 kg,PHYSICIAN,MOTHER,2002-07-24,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Trompmouth,Ibombo,Central,2002-07-24,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,West Gunner,Ibombo,Central,2002-07-24,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Trompmouth,Ibombo,Central,MOTHER
female,2022-08-19,2,,,,Chipeso Rural Health Centre,Ibombo District Office,SINGLE,4.2 kg,PHYSICIAN,MOTHER,2002-08-19,MARRIED,Farmer,POST_SECONDARY_ISCED_4,North Vitashire,Ibombo,Central,2002-08-19,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Gottliebton,Ibombo,Central,2002-08-19,MARRIED,Farmer,POST_SECONDARY_ISCED_4,North Vitashire,Ibombo,Central,MOTHER
female,2022-07-29,3,,,,Mukashichimbwe Health Post,Ibombo District Office,SINGLE,1.1 kg,PHYSICIAN,,2002-07-29,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Lake Bulahfort,Ibombo,Central,,,,,,,,2002-07-29,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Lake Bulahfort,Ibombo,Central,MOTHER
male,2022-07-31,2,,,,Twalumba Rural Health Centre,Ibombo District Office,SINGLE,2.6 kg,PHYSICIAN,MOTHER,2002-07-31,MARRIED,Farmer,POST_SECONDARY_ISCED_4,South Mandy,Ibombo,Central,2002-07-31,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Port Eleazarton,Ibombo,Central,2002-07-31,MARRIED,Farmer,POST_SECONDARY_ISCED_4,South Mandy,Ibombo,Central,MOTHER
male,2022-07-20,0,Swaniawskiview,Central,Ibombo,,Ibombo District Office,SINGLE,1.6 kg,PHYSICIAN,,2002-07-20,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Wisokyside,Ibombo,Central,,,,,,,,2002-07-20,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Wisokyside,Ibombo,Central,MOTHER
male,2022-08-07,2,,,,Mungule Rural Health Centre,Ibombo District Office,SINGLE,4 kg,PHYSICIAN,MOTHER,2002-08-07,MARRIED,Farmer,POST_SECONDARY_ISCED_4,East Cullen,Ibombo,Central,2002-08-07,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,South Cyrusview,Ibombo,Central,2002-08-07,MARRIED,Farmer,POST_SECONDARY_ISCED_4,East Cullen,Ibombo,Central,MOTHER
male,2022-06-01,1,New Chasity,Central,Ibombo,,Ibombo District Office,SINGLE,1.2 kg,PHYSICIAN,,2002-06-01,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Adahburgh,Ibombo,Central,,,,,,,,2002-06-01,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Adahburgh,Ibombo,Central,MOTHER
female,2022-07-22,2,,,,Chilochabalenje Health Post,Ibombo District Office,SINGLE,4.3 kg,PHYSICIAN,MOTHER,2002-07-22,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Loveland,Ibombo,Central,2002-07-22,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Harrisonbury,Ibombo,Central,2002-07-22,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Loveland,Ibombo,Central,MOTHER
male,2018-06-11,2,,,,Chilochabalenje Health Post,Ibombo District Office,SINGLE,3.5 kg,PHYSICIAN,MOTHER,1998-06-11,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Efrenshire,Ibombo,Central,1998-06-11,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Bothell,Ibombo,Central,1998-06-11,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Efrenshire,Ibombo,Central,MOTHER
male,2022-07-11,2,Martinhaven,Central,Ibombo,,Ibombo District Office,SINGLE,1.6 kg,PHYSICIAN,,2002-07-11,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Pasadena,Ibombo,Central,,,,,,,,2002-07-11,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Pasadena,Ibombo,Central,MOTHER
male,2021-08-14,2,,,,Chisamba Rural Health Centre,Ibombo District Office,SINGLE,4.3 kg,PHYSICIAN,MOTHER,2001-08-14,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Port Colton,Ibombo,Central,2001-08-14,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,West Amelie,Ibombo,Central,2001-08-14,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Port Colton,Ibombo,Central,MOTHER
male,2022-07-27,2,,,,Mwanjuni Health Post,Ibombo District Office,SINGLE,3.7 kg,PHYSICIAN,MOTHER,2002-07-27,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Lake Nichole,Ibombo,Central,2002-07-27,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Edenburgh,Ibombo,Central,2002-07-27,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Lake Nichole,Ibombo,Central,MOTHER
female,2022-07-11,4,,,,Kapopo Health Post,Ibombo District Office,SINGLE,1.3 kg,PHYSICIAN,,2002-07-11,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Denesikchester,Ibombo,Central,,,,,,,,2002-07-11,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Denesikchester,Ibombo,Central,MOTHER
female,2021-12-01,3,,,,Keembe Rural Health Centre,Ibombo District Office,SINGLE,1 kg,PHYSICIAN,,2001-12-01,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Burien,Ibombo,Central,,,,,,,,2001-12-01,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Burien,Ibombo,Central,MOTHER
male,2022-07-21,0,Kathrynemouth,Central,Ibombo,,Ibombo District Office,SINGLE,1.8 kg,PHYSICIAN,,2002-07-21,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Corrineborough,Ibombo,Central,,,,,,,,2002-07-21,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Corrineborough,Ibombo,Central,MOTHER
male,2022-07-19,2,,,,Mwachisompola Rural Health Centre,Ibombo District Office,SINGLE,4.3 kg,PHYSICIAN,MOTHER,2002-07-19,MARRIED,Farmer,POST_SECONDARY_ISCED_4,New Arnoldo,Ibombo,Central,2002-07-19,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,East Sophiafurt,Ibombo,Central,2002-07-19,MARRIED,Farmer,POST_SECONDARY_ISCED_4,New Arnoldo,Ibombo,Central,MOTHER
female,2022-07-06,2,,,,Mulonda Health Post,Ibombo District Office,SINGLE,4.1 kg,PHYSICIAN,MOTHER,2002-07-06,MARRIED,Farmer,POST_SECONDARY_ISCED_4,North Elissa,Ibombo,Central,2002-07-06,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Victorville,Ibombo,Central,2002-07-06,MARRIED,Farmer,POST_SECONDARY_ISCED_4,North Elissa,Ibombo,Central,MOTHER
female,2022-07-20,2,,,,Naluyanda Rural Health Centre,Ibombo District Office,SINGLE,3.7 kg,PHYSICIAN,MOTHER,2002-07-20,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Dale City,Ibombo,Central,2002-07-20,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Oak Park,Ibombo,Central,2002-07-20,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Dale City,Ibombo,Central,MOTHER
female,2022-07-05,2,,,,Kabangalala Rural Health Centre,Ibombo District Office,SINGLE,2.9 kg,PHYSICIAN,MOTHER,2002-07-05,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Jacynthechester,Ibombo,Central,2002-07-05,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Margate,Ibombo,Central,2002-07-05,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Jacynthechester,Ibombo,Central,MOTHER
male,2022-06-23,2,,,,Ipongo Rural Health Centre,Ibombo District Office,SINGLE,4.2 kg,PHYSICIAN,MOTHER,2002-06-23,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Wendyside,Ibombo,Central,2002-06-23,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Lake Cedricktown,Ibombo,Central,2002-06-23,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Wendyside,Ibombo,Central,MOTHER
female,2022-06-28,2,,,,Kapopo Health Post,Ibombo District Office,SINGLE,4.4 kg,PHYSICIAN,MOTHER,2002-06-28,MARRIED,Farmer,POST_SECONDARY_ISCED_4,South Candelario,Ibombo,Central,2002-06-28,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Lake Rylan,Ibombo,Central,2002-06-28,MARRIED,Farmer,POST_SECONDARY_ISCED_4,South Candelario,Ibombo,Central,MOTHER
female,2020-06-26,2,,,,Golden Valley Rural Health Centre,Ibombo District Office,SINGLE,3.4 kg,PHYSICIAN,MOTHER,2000-06-26,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Bradtown,Ibombo,Central,2000-06-26,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,South Amelie,Ibombo,Central,2000-06-26,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Bradtown,Ibombo,Central,MOTHER
male,2022-07-03,1,,,,Mwelebi Keembe Health Post,Ibombo District Office,SINGLE,0.6 kg,PHYSICIAN,,2002-07-03,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Sporerland,Ibombo,Central,,,,,,,,2002-07-03,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Sporerland,Ibombo,Central,MOTHER
female,2022-07-14,3,Frederick,Central,Ibombo,,Ibombo District Office,SINGLE,0.9 kg,PHYSICIAN,,2002-07-14,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Jakobbury,Ibombo,Central,,,,,,,,2002-07-14,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Jakobbury,Ibombo,Central,MOTHER
male,2021-11-30,1,,,,Chikobo Rural Health Centre,Ibombo District Office,SINGLE,0.9 kg,PHYSICIAN,,2001-11-30,MARRIED,Bookkeeper,PRIMARY_ISCED_1,South Ward,Ibombo,Central,,,,,,,,2001-11-30,MARRIED,Bookkeeper,PRIMARY_ISCED_1,South Ward,Ibombo,Central,MOTHER
female,2022-06-19,2,,,,Kabangalala Rural Health Centre,Ibombo District Office,SINGLE,2.9 kg,PHYSICIAN,MOTHER,2002-06-19,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Lake Mileshaven,Ibombo,Central,2002-06-19,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Keelyburgh,Ibombo,Central,2002-06-19,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Lake Mileshaven,Ibombo,Central,MOTHER
female,2022-06-13,2,,,,Kabangalala Rural Health Centre,Ibombo District Office,SINGLE,2.9 kg,PHYSICIAN,MOTHER,2002-06-13,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Madison,Ibombo,Central,2002-06-13,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Catalina Foothills,Ibombo,Central,2002-06-13,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Madison,Ibombo,Central,MOTHER
female,2022-06-17,2,,,,Ntapwila Health Post,Ibombo District Office,SINGLE,3.5 kg,PHYSICIAN,MOTHER,2002-06-17,MARRIED,Farmer,POST_SECONDARY_ISCED_4,East Bobbytown,Ibombo,Central,2002-06-17,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,Port Cade,Ibombo,Central,2002-06-17,MARRIED,Farmer,POST_SECONDARY_ISCED_4,East Bobbytown,Ibombo,Central,MOTHER
female,2022-05-30,5,Port Talonton,Central,Ibombo,,Ibombo District Office,SINGLE,1.3 kg,PHYSICIAN,,2002-05-30,MARRIED,Bookkeeper,PRIMARY_ISCED_1,San Buenaventura (Ventura),Ibombo,Central,,,,,,,,2002-05-30,MARRIED,Bookkeeper,PRIMARY_ISCED_1,San Buenaventura (Ventura),Ibombo,Central,MOTHER
female,2022-03-16,2,,,,Chilochabalenje Health Post,Ibombo District Office,SINGLE,2.9 kg,PHYSICIAN,MOTHER,2002-03-16,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Billmouth,Ibombo,Central,2002-03-16,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,New Michel,Ibombo,Central,2002-03-16,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Billmouth,Ibombo,Central,MOTHER
female,2022-06-17,2,,,,Malambanyama Rural Health Centre,Ibombo District Office,SINGLE,0.8 kg,PHYSICIAN,,2002-06-17,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Port Jackieside,Ibombo,Central,,,,,,,,2002-06-17,MARRIED,Bookkeeper,PRIMARY_ISCED_1,Port Jackieside,Ibombo,Central,MOTHER
male,2022-06-12,2,,,,Kapila Health Post,Ibombo District Office,SINGLE,4.3 kg,PHYSICIAN,MOTHER,2002-06-12,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Arecibo,Ibombo,Central,2002-06-12,MARRIED,Bookkeeper,POST_SECONDARY_ISCED_4,New Vivien,Ibombo,Central,2002-06-12,MARRIED,Farmer,POST_SECONDARY_ISCED_4,Arecibo,Ibombo,Central,MOTHER
