id,name,partOf,locationType
9EjHvIHCtlR,Pesa Village Office,Location/ZgyUA00EGca,CRVS_OFFICE
x3LR9wxW7zO,Quanza Village Office,Location/fDZycvQTa7l,CRVS_OFFICE
JoWcURYxPY8,Queli Village Office,Location/UQl7Vl1YzoP,CRVS_OFFICE
gAACTP9gyv1,Quilani Village Office,Location/ilYURbLy4bA,CRVS_OFFICE
PqcUDO4lKNE,Quisha Village Office,Location/BseVCOHTNi6,CRVS_OFFICE
fvuP1uRr6YI,Raha Village Office,Location/XKQ6R4bAjTG,CRVS_OFFICE
EcFK12BGCSz,Rangi Village Office,Location/I8eZdkXLMeO,CRVS_OFFICE
fBDlbuWS5Ix,Rivka Village Office,Location/KqswxCGTELa,CRVS_OFFICE
plBArp5B1Id,Ruwanda Village Office,Location/elnZroVIXK9,CRVS_OFFICE
9Z850kEnydx,Sabuni Village Office,Location/9qWCA79ISjs,CRVS_OFFICE
OjD8uQO001x,Sina Village Office,Location/B5nvalfKOXi,CRVS_OFFICE
tSV2ceN59UA,Tano Village Office,Location/X1gv3NId9V7,CRVS_OFFICE
8JHUdKF0j7e,Tembo Village Office,Location/lKPoh3pKMzK,CRVS_OFFICE
8xIZM1JRcor,Tsanga Village Office,Location/cqis6Y8trbJ,CRVS_OFFICE
G5mSoyPstUe,Ubongo Village Office,Location/C99enq522wj,CRVS_OFFICE
gN2BR4cXsxj,Ufiki Village Office,Location/SCqQwF26GU6,CRVS_OFFICE
GJXke1Mo4iC,Vuli Village Office,Location/JRfmgliFAeF,CRVS_OFFICE
ZRL9OaYsP6i,Vumilia Village Office,Location/hgIqLSmNqE4,CRVS_OFFICE
ppaX3QjBvKN,Wapi Village Office,Location/VQ9OAw2ORsi,CRVS_OFFICE
0fAraVNqTIA,Watu Village Office,Location/ae24HZKjht3,CRVS_OFFICE
eogrNwwmq6O,Waziri Village Office,Location/LMijHPyyx6d,CRVS_OFFICE
X13npgW2zMj,Xhosa Village Office,Location/518Y2bTu5X1,CRVS_OFFICE
YqWg21nYCsX,Yazidi Village Office,Location/oblu17rNy8H,CRVS_OFFICE
6h8l7qgATtL,Zalika Village Office,Location/FxJpRa5HSUP,CRVS_OFFICE
LkTkx9NIQ0W,Zimbi Village Office,Location/pcQYbPuKGZ7,CRVS_OFFICE
R2i8nqg83Y0,Isamba District Hospital,Location/Qxj1vERd9JJ,HEALTH_FACILITY
t0qT1Vh8qi3,Ibombo District Hospital,Location/RNblUNSnSpQ,HEALTH_FACILITY
MCcAvVYHmsU,Itambo District Hospital,Location/SXsrYaPI77h,HEALTH_FACILITY
zPA4fKgZPZM,Ezhi District Hospital,Location/yIg1VrjnkAy,HEALTH_FACILITY
8OrJQUdLE4r,Ilanga District Hospital,Location/g9bEobgzisg,HEALTH_FACILITY
OtBJTfsUkiH,Irundu District Hospital,Location/z9zl7RuwERC,HEALTH_FACILITY
7i71S87XwXa,Zobwe District Hospital,Location/P9K63LSFZH3,HEALTH_FACILITY
I4ndZ4szi6s,Afue District Hospital,Location/f2pCLxb0lnX,HEALTH_FACILITY
hq2w5KP2M6d,Ama District Hospital,Location/MaDrivTETpr,HEALTH_FACILITY
W1zgTm2kGWP,Nsali District Hospital,Location/S1rKGyWYnsi,HEALTH_FACILITY
kQtB1WmEoBp,Soka District Hospital,Location/XRlphADibcf,HEALTH_FACILITY
CbHospX0011,Chibiya District Hospital,Location/RKQ6R4bAjTg,HEALTH_FACILITY
